fecha_hora_registro,lugar_nombre,latitude,longitude,valor_ica,observaciones,fuente
2026-06-19T16:56:48.296000+00:00,LA PAZ,-16.5424872,-68.0716009,52.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T15:56:42.497000+00:00,LA PAZ,-16.5424872,-68.0716009,48.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T14:56:36.657000+00:00,LA PAZ,-16.5424872,-68.0716009,64.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T13:56:29.317000+00:00,LA PAZ,-16.5424872,-68.0716009,40.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T12:56:23.247000+00:00,LA PAZ,-16.5424872,-68.0716009,116.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T11:56:17.373000+00:00,LA PAZ,-16.5424872,-68.0716009,74.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T10:56:10.321000+00:00,LA PAZ,-16.5424872,-68.0716009,56.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T09:56:11.461000+00:00,LA PAZ,-16.5424872,-68.0716009,66.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T08:55:58.408000+00:00,LA PAZ,-16.5424872,-68.0716009,50.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T07:55:51.394000+00:00,LA PAZ,-16.5424872,-68.0716009,50.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T07:55:51.384000+00:00,LA PAZ,-16.5424872,-68.0716009,58.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T06:25:46.880000+00:00,LA PAZ,-16.5424872,-68.0716009,58.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T04:55:36.464000+00:00,LA PAZ,-16.5424872,-68.0716009,106.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T03:55:24.548000+00:00,LA PAZ,-16.5424872,-68.0716009,56.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T03:55:24.538000+00:00,LA PAZ,-16.5424872,-68.0716009,66.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T01:55:18.669000+00:00,LA PAZ,-16.5424872,-68.0716009,82.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T00:55:05.568000+00:00,LA PAZ,-16.5424872,-68.0716009,126.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T23:54:59.695000+00:00,LA PAZ,-16.5424872,-68.0716009,54.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T23:24:56.654000+00:00,LA PAZ,-16.5424872,-68.0716009,92.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
